id	sentiment	review
8730_1	-	I sat through this on TV hoping because of the names in it that it would be worth the time...but dear Gussie, whoever thought this script was worth producing? The basic idea is excellent but the execution is appallingly bad, with a constantly illogical sequence of scenes, an ending that is almost laughably melodramatic and poor Rock Hudson wanders through this with an understandably confused look on his slightly sagging face. Looks like a bad B movie from the 40's...
7827_4	-	Asia Argento is a sexy beautiful woman who likes to run around naked which isn't a bad thing in it's self, but, when her character talks about all the guys she serviced, and to see her with Michael Madsen and an Asian guy in the present tense of the movie, it made me feel like I needed a condom over my eyes to watch this movie, like a disease was going to rub off on me or something.The movie felt like it was going for a love triangle/drama/action/??? plot, it just seemed to go everywhere and nowhere at the same time. The acting was great, the plot, not so great. The director needs to at least pick a genre and practice, practice, practice, before trying to do something as complicated as this again, because they are not very good at it obviously.
12009_10	+	I grew up outside of Naila Germany(where they landed),every detail of the film was 100% authentic,the power lines that they flew over,the nosy neighbors,the grandmother telling the kids that they cant watch west German TV,etc..This movie brings back lots of good memories to those that are European,a great production from Disney...The same movie in German has Klaus Lowitsch and Gunter Meisner using their own voices for translating the English version into German...for the German version they also use Cookoo birds ,a bird that is native to Germany as background noise to let you know that you are in Germany..I showed this move to many of my German relative and they really liked this movie.(these people made made a prototype balloon which they had to give up because the materials that they used was too porous and the other 2 balloons that they used for the escape.The burner problem was solved when they turned the propane cylinders upside down.)
2071_10	+	I have seen this play many times, from Olivier to Branagh, and this remains the one version that always stands out in my memory. Many actors have captured aspects of this character, but for me, it is always Derek Jacobi's performance they are compared to and all others just come up a bit short.
4738_10	+	Absolute must see documentary for anyone interested in getting to the bottom of this story. Told with unflinching eye and with gripping style. If you think conspiracy theories are for paranoid disturbed people, this could change your mind. Something for you feds too: A good model for government coverups! If you like your news all tidy and easy to consume this is not for you.
9393_4	-	If you're a North American 'TOURIST' looking for a 'TRAP' here it is. Was this "Trading Spaces visits TUSCANY?" There were way too many stereotypes. Little attention was given to character and plot development. YAWN. Highlight of the film: the flag throwing. Poor guy! I thought he was going to loose an eye!
8472_1	-	I lasted almost ninety minutes through this dreadful movie waiting for some revelation about dance or spirit or inspiration or something and gave up! What possessed the filmmakers to do this? This is an old woman of limited talent who is obsessed with herself and nothing else. To fill in a story without a point we get some stuff about the other folks in her thrall, her aid to burros, and, of course, her ten cats! Do not see this film. And have nothing more to do with anybody who loved it - they do not have a clue. There are fascinating people in this world with wonderful stories to tell and insights to share - but Marta Becket is not one of them. The people I took to this movie say they have forgiven me - but that they will never, ever stop kidding me about it.
10125_8	+	Cuba Gooding Jr. and Ed Harris are touching. This movie is really surprising. It was enjoyable from start to finish.The story is about mentally challenged man who helps out with a football team.
8942_8	+	Wales seems to be turning out some quirky movies recently. Actually, Wales seems to be developing its own little film industry. I recently saw Very Annie Mary, which I thought was very good. But Plots with a View is not only quirky, it's laugh out loud funny, has a cast of wonderfully talented actors (Brenda Blethyn is amazing), and a plot that, while not entirely original, is so cleverly written that one is always gleefully picking up what might almost be throwaway lines. It was the kind of movie that I wanted to watch again immediately it was over, and one of very few that I would actually like to own. Even though many of the characters are caricatures, and you have to have been to a Welsh village to appreciate that, they are also very human, and the rapport between Blethyn and Molina is a joy to behold.
6784_4	-	Visually beautiful with some fine music, this film otherwise has a fairly trite made-for-TV quality. The romance between two characters, which spans a cultural and educational divide, is simply NOT plausible. Of course, from early on we knew our persnickety heroine would lighten up, win over the locals, and find true love, but that doesn't make it any less woeful that the movie had to take such completely expected turns. This film had lots of promise, which makes it more of a shame that the promise was unrealized. Perhaps a nice under-the-blanket on a cold night freebie on cable, but I certainly wouldn't recommend paid rental or purchase. I'm sure the soundtrack is wonderful, though.
4402_10	+	Not being a fan of the Coen Brothers or George Clooney, anyone can see the skepticism I took into the theater. Once again, someone in Hollywood dares to create something different. This time it was those zanie (for a temporary lack of a better word) Coens doing "their thing" to one of the great works in literary history. Who would've ever thought Homer had this in mind? I don't know where this film is going to fit in the history books of Hollywood, but it will be in both mine and many others DVD or VHS library. It is one of those films that you can watch over and over. The story is brilliantly written. Clean and entertaining, with a couple of Gumpesque brushes with fame, great performances by Clooney, Turturro, Nelson, and a brief but hilarious Holly Hunter. Being born in Mississippi and raised in other parts of the south, I wish more people would poke a little fun at us like this. They even invoke a soundtrack fitting for the rural south. You are NOT doing anything better this weekend, go see this movie!
4037_10	+	The Snowqueen is one of the best love stories I have ever seen: much better and deeper than Luhrman's Romeo&Juliet or Spielberg's Titanic. Gerda's love impresses me every time, her search, her battle is exceptional. Gerda becomes a strong, loving woman throughout the movie. Kay is the poisoner of dark forces: the temptation. This story encourages me to fight like Gerda for the ONLY ONE, for the love of my life, for Mister Right. Patience is one of the keywords of this movie. I cry every time when I realize all the suffering of Gerda and Kay. And I wish that it ends soon... Snowqueen tells although my life, I deeply identify with the story and the characters. Thanks at least for Hans Christian Anderson and the director.
2912_4	-	Let's Get Tough is one of those movies that people probably regret years later that they made. Full of awful racist Jap talk and jokes, this East End Kids story details how the kids want to join the military to defeat the Japs. Since they're too young, they decide to clean the town out of those dastardly Japs. They find one, throw fruit at it (without anyone doing anything to stop them) and he pulls a short sword out to menace them! The cops say to stop annoying him! He's only Chinese! He's on our side! When the kids go back to apologize, the Chinese man's dead! It's all part of this huge Jap and German Spy ring! The kids see to it that this is stopped At All Costs! I'm sure all of this was fine when it was made (1942) but viewed now, you realize of course, that this is clearly a product of it's time. Full of stereotypes, German and Japanese. Funny how the East End Kids have a black kid in the group, and he's not spared either. Gee whiz.
11145_3	-	All the hype! All the adds! I was bummed that I missed this on the big screen. Where this film worked was in the little details. In EVERYTHING else it failed. Arnold has done so many better performances in the past few years. I thought the days of Commando and Last Action Hero were gone from our lives. Sadly this film panders to the lowest common denominator and reduces Arnold to a bellowing, grunting, face contorting muscle that just knows how to shoot guns and blow things up. In a cliche last moment (and at one other time), that was predictable from the start, we see a glimmer of the actor that has proven he is more than what he got paid for early in his career. I was unimpressed with the film as it never broke new ground or went anywhere but where you expected it to.
3312_7	+	Although dated, this film is definitely worth a watch. I saw it about eight times as a teenager when it opened and it changed my life...I just HAD to live in New York. It has great opening shots of the Manhattan skyline with Johnny Mathis crooning "Romance is still...the best of everything..." that rival those of West Side Story. There is a rather stilted performance by the world's REAL first Supermodel, Suzy Parker (sorry about that, Janice D.), but it's great eye-candy! It also offers a bit of insight into late 1950's American mores--our obsession with (and repression of) sex (in the workplace, no less!), romance, and marriage before women's lib. It represents an era in which New York was at it's finest and a super-bitchy performance by Joan Crawford is just the icing on the cake.
11013_10	+	In these days of ultra-fast processors and the Internet, coming up with a movie like "The Matrix" may seem merely the next step from coining the term 'cyberspace', but do you remember what computers were like in 1974? Right. To come up with the notion of virtual reality back then is truly an amazing feat of the imagination. Fassbinder's movie, of course, has none of the massive gunslinging and pyrotechnics, and a lot of 'artsy' elements instead, but the atmosphere it creates is intense and poses the question how we can know what is real in a dark and gripping manner, making this a chiller and a thriller for the mind. It also takes it up a notch on more recent VR stories: if you get out of one cyberspace, can you be sure you didn't just emerge into another level of virtual reality?
12405_4	-	Your ability to enjoy The Ashes of Time may depend on our expectations before stepping into the theater. Even its most strident supporters seem to agree that audiences can be split right up the middle in their appreciation of this unique film.Unlike most HK actioners, the battle scenes are curiously kept at a distance. When they do happen, they're rendered in a jerky style in which it's difficult to make out exactly what's occurring on screen. The dramatic scenes can be extravagantly beautiful, with the of Maggie Cheung, Brigitte Lin, and a roll-call of HK's top acting talent chewing up the scenery. As with some of Wong Kar-wai's early work, the dialog could be more precise. In short, The Ashes of Time requires a forgiving attitude. Released around the same time as Wong Kar-wai's spectacularly successful Chungking Express, it's clear that the director isn't as confident working with the elements of the martial arts film. Anyone looking for tense action is likely to be disappointed. But those intrigued by the director's aesthetic will likely find this a unique experience at the very least.
7695_10	+	I was @ 13 yrs of age when I saw this greatly underappreciated film at The ADAMS theatre in Newark, NJ, I purchased the Program, and later bought the soundtrack... still have both.... I am now 55 + yrs.. and have not seen it since (possibly once on network TV, in 1960's???) One of the greatest casts ever assembled, great score and production , please let another generation see this great film... It was my introduction to opera, and aided with my understanding of Tolerance.. Please family of Gerswhins or Premingers, release this classic soon !!
6962_9	+	Ok i know the original Ghoulies aren't in this entry it even seems it doesn't belong in this series. But it still iz a good movie. It is hilarious i thought especially with the pepper spray or mace. I give it a 9
12067_1	-	The cover case and the premise that write there is so promising. As slasher maniac I expect much from this. But, what the heck is going on. The movie is awful. The direction, the plot, the suspense and the act of the casts is so amateurish. I even thought that they are using a home video camera to shot it. Lucky that it still manage to deliver some good moments to me that make me have to like it. Thanks for the bad package of so-called "Camp Blood".1/10
8300_7	-	Agreeable "Boy's Own Paper" nonsense with a sprightly performance from Cushing, some amusing rubber monsters, colourful jungle sets, & the ever-welcome appearance of Caroline Munro in animal skins.
3222_10	+	Obsessed!!!!! I have every season of Gilmore Girls and I think the reason I love it so much is because of how smart the script is, its not your average comedy show there isn't any pause after a joke it just keeps on, if you missed you missed it. And its not like a soap opera drama either because it doesn't use dramatic music and the actors never have those stupid cheesy surprise looks. I think Gilmore Girls is one of the bests shows on T.V. shows of its time. Its fun because they talk so fast you can't get everything the first time its nice to go back and laugh at the other jokes. Also they have so many references its amazing how smart it is.And you can relate to the characters also their so real and there actors are superb from the witty Lorelai to the hermit Luke to the immature Kirk the show is just amazing. I definitely recommend it to anyone who wants to have a good time and spend sometime with there family this is definitely the show for them. There is only one word that can describe Gilmore Girls....CLASSIC!!!!!!
10826_10	+	When I went to see Bon Voyage, I expected a good, skillful multidrama on the order of Grand Hotel (1932) and Les Enfants de Paradis (1944). It was better than that. With few exceptions, none of the characters were totally good or totally evil--just as in real life. The acting was wonderful, especially those who played Fr├â┬Òd├â┬Òric, Raoul, and Camille. The photography was amazing, as it recreated the period perfectly and managed to be shot in/around Bordeaux during a time of new public works but managed the "look" of June 1940. Costumes and make-up were accurate. There is so much in this movie that it's worth a second viewing. It's exciting, funny, and, ultimately, touching. N.B.--Be sure to see it in a theatre with good quality projection. It's in wide-screen, and in the theater where I saw it (the Clairmont in Montclair) the first 30 minutes had the subtitles at the bottom in focus but the actors' faces slightly fuzzy! This was ultimately corrected but detracted from the pleasure of the film.
11798_2	-	Imagine if you will: four teen students have an assignment to spend the night in a haunted house in St. Francisville, Louisiana to check for the existence of the paranormal. If you watch this in the dark and late at night; you possibly will have the hair on the back of your neck rise a couple of times. Otherwise this mock documentary is a very lazy rip off of BLAIR WITCH PROJECT. What is to be dialogue is very lame and the actors are pleasant looking enough, but seem to lack genuine personality. It seems to take forever before something real spooky even happens. This movie is excellent for 'sleep overs', when you have both eyes barely open and everyone is yakin' and snackin'.
6120_8	-	Out of any category, this is one demented and over the edge film, even in todays standards. Filmed entirely in crap-o-rama, this film will blow your mind (and something else too!)The amount of hilarious bad taste and sleaze is astonishing. The dialog is breathtakingly fast and campy. You'll either love or hate this film, but give it go. I've seen it 4 times and absolutely love it. Divine is in the quest for being the filthiest person alive, but so are her rivals too in this obscene and disgusting (but funny) and stylish little film. Divine was phenomenal, and "she" will always be missed greatly. Edith Massey does the unforgettable performance as the "egglady" and don't forget the energetic Mink Stole!├â┼ôber crazy s**t! Recommended also for you sick little puppies;Female Trouble Desperate Living Polyester
11938_9	+	This is one of those movies that are very underrated. Again i am voting for an underrated movie. This movie has a good story line, maybe a bit farfetched but it could happen. Sean Astin(one of my favorite actors) again shows us a good performance. The guy does a great job in acting but never gets recognized for his roles. He has done well since the goonies. Not only him but Louis Gosset JR. does a swell job. I thought maybe this movie would have made more money in theaters but who cares about money anyways. All around this is a good movie that will have you at the edge of your seat at times and the plot will keep the movie moving itself. I enjoyed this movie and hopefully the rest of you will as well.
9413_1	-	I am usually a big fan of Pacino (Scarface, Serpico, Devils advocate) but since Scent of a woman he pretty much plays the same role and shouts a lot. This movie had no endearing characters to warm to. Brandon played by Bongo McConnahey is the least likable of the bunch. He nowhere even approached a real human being. Pacino was hopelessly unlikeable and my goodness how old is Renee Russo? The only high light of this wretched mess was the hot hooker with the perfect lipstick and she has like 10 lines total. Even the usually reliable Jeremy Piven was utterly unlikeable.Note to writers of movies, they do not usually work unless one of the main characters is at least a bit likable (noteable exception Scarface). As the movie closes and old Brandon is at the airport my only thought was, please let a plane crash into the airport and kill Brandon.
6827_2	-	I could not believe how terrible and boring this Hollywood remake was.It's so dreadful. It easily lands a place in my top 10 worst films of 1998.About the only thing it had going for it was Bruce Willis,who should stick to action films,as a completely emotionless killer who'd kill his own mother for the right price.But I'd rather listen to Robbie Coltraine talk American for a week than listen to Richard Gere's nauseating Irish accent again.But this film is also implausible,unconvincing,uneven,unexciting,unimpressive and lands Sidney Poiter in a rubbish role to make a possible career comeback.One for filmroll-footie purposes entirely.
9113_1	-	I love most movies and I'm a big fan of Sean Bean so I thought that I would at least LIKE this movie. Also, I'm Canadian and this is a mostly-Canadian movie so I was prepared to cut it some serious slack. Nothing could have prepared me for the garbage that is "Airborne". Steve Guttenberg as an action hero? Give me a break. The acting throughout the movie was so bad I am going to have trouble sleeping tonight. I now have only two wishes in my life.1. I hope that you never have to sit through this movie. 2. I wish I could get those 6 hours back. Oh wait, the movie's under 2 hours - it only seemed like 6 hours...Don't watch this. Seriously.
1241_4	-	This show is like watching someone who is in training to someday host a show. There are some good comedy ideas and tons of mediocre ones. It doesn't look like the writers know the difference between what's funny and what's just weird or gross.It has its moments. When Spike hosed down a neighbor who had been letting her dog soil his lawn repeatedly, it hit it's peak. But the hilarious moments are too few, and there's too many experimental comedy bits that miss the mark.The show's better than, say, watching a test pattern or the QVC network, but it needs some better writers.Reading the glowingly positive IMDb comments on this show, I am convinced that most of them were written by show staffers and by relatives and personal friends of Spike.It just isn't very good most of the time.
5937_9	+	I have enjoyed both of the Van Dykes over the years and was glad to watch them again.Just as cute and funny and easy to watch and enjoy.Dick was good when he was younger but I enjoyed him more as he got older.Son Berry has been a great one to follow in his fathers footsteps.Together they make a great team and work well together.I am disappointed that I have not found another Murder 101 listed anywhere.I have seen both of the ones that have been shown. I am hoping for more as it is really an enjoyable duo to watch.You can sure tell Berry follows in his dad footsteps, they talk alike and have the same mannerisms.Would enjoy anything they do separately.Will be sure to watch anything they do alone and together.
8424_2	-	Forget any angst-ridden documentary! This film is really an out and out comedy about a 40-yer-old porn star whose goal in life is to sing junky circuit party songs. The only problem? Colton Ford can't sing! And the film cuts away whenever he appears to be ready to burst into song. Yet Ford and equally vapid boyfriend Blake Harper whine and primp and run around in their tank tops, determined to make dreams come true. Even funnier is "manager" Kyle who appears to have the I.Q. of a turnip and whose collagen-injected lips look like a bee stung him. How can grown men be so self-delusional? Bwa ha ha! As for the documentary, the filmmakers don't appear to have any POV and the film is poorly structured and wildly uneven. Very little background information is provided about the three leads. Such an inclusion might have made the three seem like something other than aging West Hollywood stereotypes.
9619_1	-	The old man mouse in this cartoon would have you believe that all men are created equally EVIL............so if we have to kill men in order to stop Hitler..........we are just as bad as Hitler was killing the Jews........ Well.....I don't buy it Mr. Mouse............but I guess it paints a pretty picture and makes a cute cartoon.......but it wasn't the reality then and it ain't reality now.
3815_2	-	A terrible movie that is amateurish on almost every level - a boring and derivative screenplay filled with stereotyped characters played by embarrassed actors for a director lacking the most rudimentary understanding of his craft. The whole thing stinks. It plays like a slasher movie from the early eighties, down to the crappy score and ketchup SFX, but without the childhood nostalgia that is required to look fondly on such dross. One of the worst horror films I've ever seen - definitely the worst that received a mainstream theatrical release. I've never walked out of a film in my life - had I been unlucky enough to see 'Hatchet' at the theater, it would have been a first. Avoid at all costs.
4751_7	+	The Seven-Ups is a good and engrossing film. It's packed with credible performances by Scheider, LaBianco and an effective scary performance by Richard Lynch - although most of the characters are card-board cut-out tough guys. Character development does not evolve at all on the screen. The only thing we know is the good guys are the good guys and the bad guys are bad. Deviating from the crime story norm, The Seven-Ups manage to throw Scheider and crew into the middle of a building plot in a unique writing twist. Onsite locations of New York City and an excellent choreographed car chase highlight the film. The only downside of the film is the slightly confusing plot line in the beginning. They give the viewer little evidence that the men being kidnapped are mob related (until later in the film). Had someone blindly started watching the film may be slightly confused on the story. Otherwise, The Seven-Ups is a gritty, testosterone-filled enjoyable time.
8411_2	-	Sam O'Steen, the film editor on the superlative suspense flick "Rosemary's Baby" from 1968, here directs a quickie TV-made sequel, one in which Rosemary Woodhouse (Patty Duke Astin, in for Mia Farrow) is shunted off early--and inexplicably--presumably to help flesh out the more ghoulish aspects of this flaccid story about Satan's son on Earth. Most interesting is the return of Ruth Gordon to her Oscar-winning role as Minnie Castevet (with Ray Milland well-cast as her husband, Roman), but she isn't given much to do--and looks terribly uncomfortable at being involved anyway. This script is strictly low-rent goods, and must have shamed original author Ira Levin (who went on to write his own sequel). Fairly dim and pallid, with poor photography and no suspense or scares whatsoever.
11624_4	-	I was disappointed with the sequel to the Swan Princess. I can see what they were trying to do with the story, show how married life was going for Odette and Derek but the story wasn't interesting enough to hold my attention and it seemed to cover the same bases as the original.It isn't funny. The only bit I found humorous was when Jean-Bob was turned into a prince and then back into a frog and no-one saw it happen and he was trying to convince them that it really did.The villain is rubbish and the animation isn't as impressive as the first film.The Queen is a very irritating character and instead of cheering with Derek to rescue his mother, you're hoping that the villain puts a spell on her voice box to stop her talking.It is a shame because I really liked the first movie but it didn't live up to my expectations.
6376_10	+	Teen Deviyaan is a great film. A very breezy entertainer and a very modern film for its time in the 1960s. The Music and songs are terrific though the lyrics of Majrooh are meaningless at places. Dev Anand is a tremendous star and as usual does great justice to his role. Kalpana is sexy and Nanda is OK. Simi too is just about OK. The film has terrific dialogue by Vrajendra Gaur who wrote most of Dev Anand's films like Mahal, Duniya, Warrant, Jaali Note, Manzil, etc.etc.It is a story of Dev getting attracted to three females - the mod Kalpana, Simi and the homely Nanda. He eventually opts for Nanda. The story is about OK but its been narrated in a gripping way and the dialogue and Songs and the great Dev Anand are the highlight of the film. A must watch film for all Dev Anand fans.
4664_7	+	Under the assured direction of F. Gary Gray, "Italian Job" never loses its grip on being cool and fun. Although the material is rehashed and average, the film itself is masterfully executed and is satisfyingly good. The tone could easily have been much heavier, considering the murder-revenge plotline but F. Gary Gray keeps the tone light by good humor, snappy dialogs and pulsating music. It is a pleasure to see these would-be-bad guys form a great bond and stick to eachother through deceit and murder, while never forgetting to have fun. This one is 7/10.
4890_3	-	Storyline drags. Drug smugglers a Beautiful women and a determined cop. Nothing not already done a hundred times before. The boat sceen will be well worth the wait Amsterdam is the perfect city to pull it off. The canals and waterways put you on the edge of your seat. I would say the same as did the car chase in Bullitt, very intense!.
3381_10	+	After getting hooked on the mini series, "North & South," I could hardly wait for the continuation, "North & South II." Then years later, along came Book III, "HEAVEN & HELL - NORTH & SOUTH - BOOK III." FINALLY, the last installment came for the on-going saga of the Maine and Hazard families. I was so enraptured by this series that I taped each part off of TV and then managed to get family and friends hooked and I watched it AGAIN, each time someone new wanted to see them. My tapes are old and I crave this trilogy on DVD. If you missed Book III, you didn't get full satisfaction and you don't know how it all turned out. Do yourself a favor and demand this set on DVD!
10903_8	+	IN & OUT, in my opinion, is a very hilarious movie. I thought that Cameron (Matt Dillon) was wrong to say that Howard (Kevin Kline) was gay. The part I liked most was Howard's bachelor party. This was because they were cracking jokes about a lot of things, including Barbra Streisand films. I also thought that Emily (Joan Cusack) looked very beautiful in her wedding dress and that Howard looked good in his tuxedo. My favorite quote of IN & OUT is, "Is everybody gay? Is this 'THE TWILIGHT ZONE'?" That was absolutely hilarious! The one character I couldn't stand was Sonya (Shalom Harlow). This was because she was VERY conceited and snobby. In conclusion, I recommend this movie to all you Kevin Kline fans who have not seen it. Be prepared to laugh HARD and have a good time when you see it.
10662_10	+	Sergei Eisenstein's most famous movie has truly withstood the test of time. The story of a mutiny aboard a warship in 1905 does have the feeling of Soviet propaganda, but does a good job showing the conditions that led to the revolt. The scene on the Odessa steps should remain seared into anyone's mind.Okay, so "The Battleship Potemkin" wasn't actually the first movie to use montage, but they did a great job with it here. Certainly any film history class should show this movie. It's a great historical drama (although I will admit that I don't know how accurate it is). A 10/10.Oh, and we should have learned by now that "Potemkin" should be transliterated as "Potyomkin".
1947_1	-	This is really bad, the characters were bland, the story was boring, and there is no sex scene. Furthermore, it lacks drama, the conflict is minimal causing it to be extremely slow paced. Nothing happens in this film, you would expect a sex scene, but they just have a kiss. The plot revolves around three characters, a man, his wife, and a stranger that they pick up from the high way. The couple invite the stranger to stay with them, because he is homeless. At this point you would expect the stranger to have sex with the wife right? No they just kiss and thats it. Also, this film contains no action, no comedy, no drama, and not even suspense. Makes you think that maybe the studio did not even read this script!!!!
2778_10	+	this is the best movie i have ever seen and i love it very much is is so sad and loving i could watch this movie over and over again. when i first seen it on Disney channel i was like i would love to see this movie again. i would love to watch this movie everyday and i recommend it to anyone. this is really a good movie. to anyone who has not seen this movie and is thinking about it they better go and see it because it is really good. i love the part when the boy found out about the girl and from then on i was just all into this movie. if i could watch two movies everyday it would be this one and beloved those are my two favorite movies i really love them
9538_1	-	OK - say some college in southern California has an movie making class. And some dudes were enrolled just to film girls, and they gave them a camera. And then they were drunk/stoned/ or just to plain stupid to actually use a camera, and they turned this in for their grade. AND FAILED.That is my only explanation for this, this, thing. Good God they left the date and time counter on during some of it. The picture started in new scene way before the sound, and forget about a plot. Well apparently there was one and they had to tell you all about it once the 3 hour introduction sequence was finished. But I am glad they did because I never would have gotten it by watching this.STAY AWAY from this.
7565_3	-	jeez, this was immensely boring. the leading man (Christian Schoyen) has got to be the worst actor i have ever seen. and another thing, if the character in the movie moved to America when he was ten or something and had been living here for over 20 years, he would speak a lot better English than what he pulls of here. or to say it in my own Language "Skikkelig gebrokkent". But it is cool to see Norwegian dudes in a movie made in Hollywood. it was just a damn shame they were talentless hacks. The storyline itself is below mediocre. I have a suspicion that Christian Schoyen did this movie just to live the dream, as he clearly does in the film by humping one beautiful babe after another.
7255_9	+	When I went to the video rental store, back in the days when DVD was yet next to unknown to me, I had seen all the movies at the store that I was interested in. Or so I thought! The man behind the counter told me he had something for me that I definitely would like. He gave me "Plunkett and MacLeane". At first, I doubted it to be any good, but I trusted his advise and... man, I sure am happy I did take this jewel along! This is one of the best adventure movies in years, if you ask me! Of course, with Robert Carlyle as a major part, how bad can a movie get? Surely, Liv Tyler does once more what she's good at and nothing much more: being pretty. But still, you can very clearly sense that the cast apparently had a lot of fun, making this movie.
8909_10	+	In fact, the nature of the whole series is irrepressibly funny! But not always funny... there are moments of extreme poignance as the deeper aspects of human emotion are touched on. Over and again, the series comments on the frailties of human nature and the life long, or in this case eternal, struggle to overcome them. Monkey is both smart and stupid at the same time, his arrogance and reliance on his own martial skills lead him into trouble in almost every episode. Pigsy is just plain gross. Sandy has a philosophical turn of mind. He has many of the wittiest lines. The English translation is a delight. "Ignorance can always be improved upon," drawls Sandy in his laid-back manner, "but you can't do anything to help stupidity!" "Who are you?" the group of travellers are asked. "We three kings of Orient are," says Monkey. This is not just for children, it is a magical romp for anyone who can suspend reality
9196_1	-	This is a poor, poor movie. Full of clich├â┬Òs, unrealistic moments: punching the air in celebration after putting a fire out, never mind that someone's lost their home and possessions!!, announcing a pregnancy in a bar along with all your mates before telling you in private first, walking on the roof of a burning building for no apparent reason, the stereotypical funerals and strained relationships, the very dodgy, cheesy music at the end, the unrealistic treatment of the girl who was rescued from her apartment, the very unrealistic explosion from that same apartment!! Did they have a couple of oxygen tanks in the attic or something!!? Anyone with an ounce of wit can see that this movie was a joke. It's a pity, because firefighters do an awesome job, and they deserve to have a good movie made about what they do, but not at the expense of common sense.
1295_8	+	Having seen other Bollywood flicks with Salman Khan in them, I can say this is my favorite of the more recent ones. The songs are all quite fun, especially 'O Priya O Priya' which seems to have a nice mix of Beatles, Indian music and (dare I say this) a bit of Prince. The love stories are a bit more believable than, say, Chal Mere Bhai. The occasional focus on Prem's use of alcohol is at times troubling as it doesn't really seem to make sense to me, but it's played well by Khan--although his voice does become squeaky when he's portraying drunkenness.
4273_4	-	This is a big disappointment. The main problem is the acting. Sylvestre le Touzel is pretty poor as Fanny, and the rest are not much better, everybody is very stilted and unnatural. Also the camerawork is very 1980's ie cramped and jumpy, compared with the likes of 1995's P&P, for example.The script is, if anything too faithful to the book, and there are some cringe worthy expressions that should have been cut.In every way this is far inferior to the recent film version, which though it took huge liberties with the book, seemed far more faithful to the spirit of the book and was far more enjoyable.
4941_9	+	When I played the first Soul Calibur on dreamcast I thought it was great. When I played the second I was hooked. And finally when Soul Calibur III was released, I bought a playstation 2 and the game.This can really keep you up for hours, with a huge amount of characters, loads of unlockable content, and not to mention a GREAT fighting system, this really is the greatest fighting game to date. The games strong points is foremost the vs. gameplay, were two human players battle each other, either playing as one of the main characters or as a created and customized character. The Create character option is vast, and allows the player to make thousands of different combinations.The only thing that bothers me is that if you create a character that uses the fighting style "Grieve Edge" (only kicks) has to wear those ridiculous shoes. ^^This is absolutely the greatest fighting game one could wish for. Now, I'm just hoping the planned movie won't be crap.
9995_2	-	many people said this was a great movie with Hoffman delivering a great performance. i went from suspended disbelief, to fidgety boredom, to almost walking out. there is no there there.Hoffman does go all out. he is committed to the performance. but sometimes him playing an affected man looks just like affected actor chewing on the scenery.no characters in the movie other than capote are much more than placeholders - nell, jack, perry, shawn, the sheriff are all one-dimensional.yes the film shows the manipulative, preening, dishonest sides of capote. it shows them so many times i started to wonder why -- do the filmmakers think we need to have everything spelled out? and again? and again? it refers often to capote's genius but does not show it. it shows him surrounded by fans and flatterers but never convinces us why.but my goal is not to deconstruct the film. i am sure others will have other interpretations. for me, this was a two-hour movie that felt like five.
12103_2	-	I'll give it a two for Denis Leary. He had some good lines, but that's it. What was the point? Where was the script? Who was supposed to act? A movie needs more than this one has to offer. Save the hour and a half to watch your hair grow, or fall out, whatever the case.
32454_0	+	A well made, gritty science fiction movie, it could be lost among hundreds of other similar movies, but it has several strong points to keep it near the top. For one, the writing and directing is very solid, and it manages for the most part to avoid many sci-fi cliches, though not all of them. It does a good job of keeping you in suspense, and the landscape and look of the movie will appeal to sci-fi fans.If you're looking for a masterpiece, this isn't it. But if you're looking for good old fashioned post-apoc, gritty future in space sci-fi, with good suspense and special effects, then this is the movie for you. Thoroughly enjoyable, and a good ending.
9000_2	-	Problems: 1) Although billed as "a loving tribute to Poverty Row," a lot of the old footage is not even from Poverty Row films-- much of it is from RKO's "The Most Dangerous Game," (1932), with some from the silent (!?) version of "The Lost World" (1926)! 2) Much of the old footage is just used as filler (the old shipboard footage) or as silent shots (for example, of Bela walking, looking or staring) often repeated; 3) Where is the pantheon of Poverty Row Master Thespians (Bela, Boris, Lon Chaney, Jr., George Zucco, John Carradine, Buster Crabbe, Tom Neal, etc.) emoting their lines as punch lines to the 'new' characters jokes (as in Woody Allen's "What's Up Tiger Lily?" or Steve Martin's "Dead Men Don't Wear Plaid")? Even Mike Nelson's feeble commentary on the colorized "Reefer Madness" is funnier than this. High Point: The long but extremely enlightening lecture by Gregory Mank which makes you give new respect to and admiration for Bela, John Carradine and George Zucco. That's worth the price of the DVD alone!
9977_1	-	I'm almost embarrassed to admit to seeing CALIGULA twice. The problems with the production are almost too numerous to mention. The script is sub-standard (it's easy to see why Vidal tried to disown it). The direction is worse. Most of the movie consists of long shots inter cut with close-ups interspersed with cross cuts of mostly un-erotic porn (more prevalent obviously in the "uncut" version). The cinematography is especially sub par, giving the whole production a cheap washed-out look that undermines some of the elaborate set designs. The movie should've looked a whole lot better. The overall concept of placing name actors in what would've easily been an X-rated movie (Guccione called it "paganography") wears thin after the first hour after Peter O'Toole and John Guilgud exit. Bob Guccione obviously lavished a lot of bucks on this but it all seems like a big waste. If you want a far better understanding of the Roman Empire in the 1st Century watch the mid-79's BBC production of I, CLAUDIUS instead... and if you want porn, jeeze-Louise, look somewhere else.
